
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,1500.00000, 0.00000, 2.45249, 0.00000,500.00000, 2.45249, 0.00000, 0.00000, 0.00000, 0.00000, 0.04279, 0.00000, 0.99908, 0.45012,284.36676,2003.53230,2210.29373,-1.97764, 0.00000, 0.00000,
 0.10000,50.00000, 0.00000,1500.00000,-0.00000, 2.45249,-0.00000,500.00000, 2.45249, 0.00000,-0.00000, 0.00000,-0.00000, 0.04279, 0.00000, 0.99908, 0.45012,284.36676,2003.53230,2210.29373,-1.97764, 0.00000, 0.00000,
 0.20000,100.00000, 0.00000,1500.00000,-0.00000, 2.45249,-0.00000,500.00000, 2.45249, 0.00000,-0.00000, 0.00000,-0.00000, 0.04279, 0.00000, 0.99908, 0.45012,284.36676,2003.53230,2210.29373,-1.97764, 0.00000, 0.00000,
 0.30000,150.00000, 0.00000,1500.00000,-0.00000, 2.45249,-0.00000,500.00000, 2.45249, 0.00000,-0.00000, 0.00000,-0.00000, 0.04279,-0.00000, 0.99908, 0.45012,284.36676,2003.53230,2210.29373,-1.97764, 0.00000, 0.00000,
 0.40000,200.00000, 0.00000,1500.00000,-0.00000, 2.45249,-0.00000,500.00000, 2.45249, 0.00000,-0.00000, 0.00000,-0.00000, 0.04279,-0.00000, 0.99908, 0.45012,284.36676,2003.53230,2210.29373,-1.97764, 0.00000, 0.00000,
 0.50000,250.00000,-0.00000,1500.00000,-0.00000, 2.45249,-0.00000,500.00000, 2.45249, 0.00000,-0.00000, 0.00000,-0.00000, 0.04279,-0.00000, 0.99908, 0.45012,284.36676,2003.53230,2210.29373,-1.97764, 0.00000, 0.00000,
 0.60000,300.00000,-0.00000,1500.00000,-0.00000, 2.45249,-0.00000,500.00000, 2.45249, 0.00000,-0.00000, 0.00000,-0.00000, 0.04279,-0.00000, 0.99908, 0.45012,284.36676,2003.53230,2210.29373,-1.97764, 0.00000, 0.00000,
 0.70000,350.00000,-0.00000,1500.00000,-0.00000, 2.45249,-0.00000,500.00000, 2.45249, 0.00000,-0.00000, 0.00000,-0.00000, 0.04279,-0.00000, 0.99908, 0.45012,284.36676,2003.53230,2210.29373,-1.97764, 0.00000, 0.00000,
 0.80000,400.00000,-0.00000,1500.00000,-0.00000, 2.45249,-0.00000,500.00000, 2.45249, 0.00000,-0.00000, 0.00000,-0.00000, 0.04279,-0.00000, 0.99908, 0.45012,284.36676,2003.53230,2210.29373,-1.97764, 0.00000, 0.00000,
 0.90000,450.00000,-0.00000,1500.00000,-0.00000, 2.45249,-0.00000,500.00000, 2.45249, 0.00000,-0.00000, 0.00000,-0.00000, 0.04279,-0.00000, 0.99908, 0.45012,284.36676,2003.53230,2210.29373,-1.97764, 0.00000, 0.00000,
